Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ENA_last_update,Experiment,external_id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Sample_name,sex,SRA Study,Submitter_Id,create_date,version
ERR2784351,OTHER,301,24503433,PRJEB28381,SAMEA4861180,16087823,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796428,SAMEA4861180,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:08Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861180,T.J.2.C4,male,ERP110576,T.J.2.C4,2019-04-04T15:37:00Z,1
ERR2784352,OTHER,301,27857127,PRJEB28381,SAMEA4861181,18262153,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796429,SAMEA4861181,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:08Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861181,T.J.2.C5,male,ERP110576,T.J.2.C5,2019-04-04T15:37:00Z,1
ERR2784353,OTHER,301,30154933,PRJEB28381,SAMEA4861182,19856222,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796430,SAMEA4861182,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:08Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861182,T.J.2.I1,female,ERP110576,T.J.2.I1,2019-04-04T15:37:00Z,1
ERR2784354,OTHER,301,14858855,PRJEB28381,SAMEA4861183,9637412,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796431,SAMEA4861183,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:08Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861183,T.J.2.I2,female,ERP110576,T.J.2.I2,2019-04-04T15:37:00Z,1
ERR2784355,OTHER,301,15039270,PRJEB28381,SAMEA4861184,9686464,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796432,SAMEA4861184,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:08Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861184,T.J.2.I3,female,ERP110576,T.J.2.I3,2019-04-04T15:38:00Z,1
ERR2784356,OTHER,301,27412217,PRJEB28381,SAMEA4861185,18321019,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796433,SAMEA4861185,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:08Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861185,T.J.2.I4,male,ERP110576,T.J.2.I4,2019-04-04T15:38:00Z,1
ERR2784357,OTHER,301,21442759,PRJEB28381,SAMEA4861186,14133486,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796434,SAMEA4861186,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:08Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861186,T.J.2.I5,male,ERP110576,T.J.2.I5,2019-04-04T15:38:00Z,1
ERR2784358,OTHER,301,14292362,PRJEB28381,SAMEA4861106,9317160,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796435,SAMEA4861106,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:07Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861106,J.T.4.P1,female,ERP110576,J.T.4.P1,2019-04-04T15:38:00Z,1
ERR2784359,OTHER,301,15342464,PRJEB28381,SAMEA4861107,10069711,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796436,SAMEA4861107,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:07Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861107,J.T.4.P2,female,ERP110576,J.T.4.P2,2019-04-04T15:38:00Z,1
ERR2784360,OTHER,301,18693962,PRJEB28381,SAMEA4861108,12059283,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796437,SAMEA4861108,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:07Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861108,J.T.4.P3,male,ERP110576,J.T.4.P3,2019-04-04T15:38:00Z,1
ERR2784361,OTHER,301,17407776,PRJEB28381,SAMEA4861109,11508187,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796438,SAMEA4861109,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:07Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861109,J.T.4.P4,male,ERP110576,J.T.4.P4,2019-04-04T15:38:00Z,1
ERR2784362,OTHER,301,26737210,PRJEB28381,SAMEA4861096,17627896,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796439,SAMEA4861096,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:07Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861096,J.T.4.C1,female,ERP110576,J.T.4.C1,2019-04-04T15:38:00Z,1
ERR2784363,OTHER,301,25933220,PRJEB28381,SAMEA4861097,16945561,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796440,SAMEA4861097,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:07Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861097,J.T.4.C2,female,ERP110576,J.T.4.C2,2019-04-04T15:38:00Z,1
ERR2784364,OTHER,301,27746124,PRJEB28381,SAMEA4861098,17969434,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796441,SAMEA4861098,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:07Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861098,J.T.4.C3,male,ERP110576,J.T.4.C3,2019-04-04T15:38:00Z,1
ERR2784365,OTHER,301,21021766,PRJEB28381,SAMEA4861099,13644071,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796442,SAMEA4861099,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:07Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861099,J.T.4.C4,male,ERP110576,J.T.4.C4,2019-04-04T15:38:00Z,1
ERR2784366,OTHER,301,21038655,PRJEB28381,SAMEA4861100,13782032,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796443,SAMEA4861100,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:07Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861100,J.T.4.C5,male,ERP110576,J.T.4.C5,2019-04-04T15:38:00Z,1
ERR2784367,OTHER,301,30777514,PRJEB28381,SAMEA4861101,20179426,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796444,SAMEA4861101,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:07Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861101,J.T.4.I1,female,ERP110576,J.T.4.I1,2019-04-04T15:38:00Z,1
ERR2784368,OTHER,301,17228304,PRJEB28381,SAMEA4861102,11198907,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796445,SAMEA4861102,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:07Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861102,J.T.4.I2,female,ERP110576,J.T.4.I2,2019-04-04T15:39:00Z,1
ERR2784369,OTHER,301,27668147,PRJEB28381,SAMEA4861103,18144443,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796446,SAMEA4861103,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:07Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861103,J.T.4.I3,male,ERP110576,J.T.4.I3,2019-04-04T15:39:00Z,1
ERR2784370,OTHER,301,28874907,PRJEB28381,SAMEA4861104,18744978,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796447,SAMEA4861104,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:07Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861104,J.T.4.I4,male,ERP110576,J.T.4.I4,2019-04-04T15:39:00Z,1
ERR2784371,OTHER,301,17423893,PRJEB28381,SAMEA4861105,11386016,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796448,SAMEA4861105,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:07Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861105,J.T.4.I5,male,ERP110576,J.T.4.I5,2019-04-04T15:39:00Z,1
ERR2784372,OTHER,301,25469975,PRJEB28381,SAMEA4861201,16511937,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796449,SAMEA4861201,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:09Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861201,T.J.3.P1,female,ERP110576,T.J.3.P1,2019-04-04T15:39:00Z,1
ERR2784373,OTHER,301,27417476,PRJEB28381,SAMEA4861202,18380043,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796450,SAMEA4861202,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:09Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861202,T.J.3.P2,female,ERP110576,T.J.3.P2,2019-04-04T15:39:00Z,1
ERR2784374,OTHER,301,31812424,PRJEB28381,SAMEA4861203,21179471,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796451,SAMEA4861203,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:09Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861203,T.J.3.P3,female,ERP110576,T.J.3.P3,2019-04-04T15:39:00Z,1
ERR2784375,OTHER,301,28869496,PRJEB28381,SAMEA4861204,19076721,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796452,SAMEA4861204,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:09Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861204,T.J.3.P4,female,ERP110576,T.J.3.P4,2019-04-04T15:39:00Z,1
ERR2784376,OTHER,301,33263065,PRJEB28381,SAMEA4861205,21854167,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796453,SAMEA4861205,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:09Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861205,T.J.3.P5,female,ERP110576,T.J.3.P5,2019-04-04T15:39:00Z,1
ERR2784377,OTHER,301,160427595,PRJEB28381,SAMEA4861192,106892982,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796454,SAMEA4861192,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:09Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861192,T.J.3.C1,female,ERP110576,T.J.3.C1,2019-04-04T15:39:00Z,1
ERR2784378,OTHER,301,22089498,PRJEB28381,SAMEA4861193,14458276,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796455,SAMEA4861193,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:09Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861193,T.J.3.C2,female,ERP110576,T.J.3.C2,2019-04-04T15:40:00Z,1
ERR2784379,OTHER,301,29876100,PRJEB28381,SAMEA4861194,19527529,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796456,SAMEA4861194,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:09Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861194,T.J.3.C3,female,ERP110576,T.J.3.C3,2019-04-04T15:40:00Z,1
ERR2784380,OTHER,300,28644148,PRJEB28381,SAMEA4861195,18776547,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796457,SAMEA4861195,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:09Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861195,T.J.3.C4,female,ERP110576,T.J.3.C4,2019-04-04T15:40:00Z,1
ERR2784381,OTHER,301,29898692,PRJEB28381,SAMEA4861196,19266590,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796458,SAMEA4861196,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:09Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861196,T.J.3.C5,female,ERP110576,T.J.3.C5,2019-04-04T15:40:00Z,1
ERR2784382,OTHER,301,25415220,PRJEB28381,SAMEA4861197,16681009,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796459,SAMEA4861197,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:09Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861197,T.J.3.I1,female,ERP110576,T.J.3.I1,2019-04-04T15:40:00Z,1
ERR2784383,OTHER,301,16854540,PRJEB28381,SAMEA4861198,10876956,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796460,SAMEA4861198,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:09Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861198,T.J.3.I2,female,ERP110576,T.J.3.I2,2019-04-04T15:40:00Z,1
ERR2784384,OTHER,301,66533982,PRJEB28381,SAMEA4861199,44671804,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796461,SAMEA4861199,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:09Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861199,T.J.3.I4,female,ERP110576,T.J.3.I4,2019-04-04T15:40:00Z,1
ERR2784385,OTHER,301,105639054,PRJEB28381,SAMEA4861200,70444214,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796462,SAMEA4861200,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:09Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861200,T.J.3.I5,female,ERP110576,T.J.3.I5,2019-04-04T15:40:00Z,1
ERR2784386,OTHER,301,13432893,PRJEB28381,SAMEA4861244,8884630,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796463,SAMEA4861244,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:10Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861244,Ts1.P,female,ERP110576,Ts1.P,2019-04-04T15:40:00Z,1
ERR2784387,OTHER,301,20612615,PRJEB28381,SAMEA4861247,13447847,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796464,SAMEA4861247,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:10Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861247,Ts2.P,female,ERP110576,Ts2.P,2019-04-04T15:40:00Z,1
ERR2784388,OTHER,301,21793800,PRJEB28381,SAMEA4861250,14038271,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796465,SAMEA4861250,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:10Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861250,Ts3.P,female,ERP110576,Ts3.P,2019-04-04T15:40:00Z,1
ERR2784389,OTHER,301,13788839,PRJEB28381,SAMEA4861253,9068807,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796466,SAMEA4861253,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:10Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861253,Ts4.P,female,ERP110576,Ts4.P,2019-04-04T15:40:00Z,1
ERR2784390,OTHER,301,20741300,PRJEB28381,SAMEA4861157,13556837,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796467,SAMEA4861157,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:08Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861157,Js3.P,female,ERP110576,Js3.P,2019-04-04T15:41:00Z,1
ERR2784391,OTHER,301,20651035,PRJEB28381,SAMEA4861160,13664484,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796468,SAMEA4861160,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:08Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861160,Js4.P,female,ERP110576,Js4.P,2019-04-04T15:41:00Z,1
