sample_name	batch	birth_timestamp	cage_group	cage_id	cage_line	collection_date	collection_device	collection_method	collection_timestamp	country	description	dna_extracted	elevation	empo_1	empo_2	empo_3	empo_4	env_biome	env_feature	env_material	env_package	facility	father_subject_id	gave_birth	generation	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_genotype	host_scientific_name	host_subject_id	host_subject_id_bmfz	host_taxid	host_weight	host_weight_units	iacuc_institute	iacuc_protocol_id	latitude	life_stage	longitude	mate_sire	mothers_subject_ids	parental_cage	physical_specimen_location	physical_specimen_remaining	qiita_sample_type	qiita_study_id	sample_type	scientific_name	serum_triglyceride	serum_triglyceride_unit	sex	taxon_id	title	tube_id	tube_id_plate_bmfz
13422.152	1	2019-07-10	cf3-2	f3-11	C57BL6/J_line2	2019-10-24	eppi	necropsy	2019-10-24	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	189920/7	False	F3	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	195992/8	152	10090	28.7	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189920|189920/1	f2-8	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	4.68	nmol/well	male	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	2-d11	
13422.152skin	3	2019-07-10	cf3-2	f3-11	C57BL6/J_line2	2019-10-24	eppi	necropsy	2019-10-24	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	189920/7	False	F3	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	195992/8	152	10090	28.7	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189920|189920/1	f2-8	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	4.68	nmol/well	male	540485	Skin screening	7-d11	7-d11
13422.153	1	2019-07-14	cf3-2	f3-12	C57BL6/J_line2	2019-10-29	eppi	necropsy	2019-10-29	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	189920/7	False	F3	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	195993/1	153	10090	29.6	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189920|189920/1	f2-8	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	2.7	nmol/well	male	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	3-h9	
13422.153skin	3	2019-07-14	cf3-2	f3-12	C57BL6/J_line2	2019-10-29	eppi	necropsy	2019-10-29	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	189920/7	False	F3	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	195993/1	153	10090	29.6	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189920|189920/1	f2-8	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	2.7	nmol/well	male	540485	Skin screening	8-h9	8-h9
13422.154	1	2019-07-14	cf3-2	f3-12	C57BL6/J_line2	2019-10-29	eppi	necropsy	2019-10-29	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	189920/7	False	F3	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	195993/2	154	10090	31.4	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189920|189920/1	f2-8	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	2.27	nmol/well	male	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	4-c8	
13422.154skin	3	2019-07-14	cf3-2	f3-12	C57BL6/J_line2	2019-10-29	eppi	necropsy	2019-10-29	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	189920/7	False	F3	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	195993/2	154	10090	31.4	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189920|189920/1	f2-8	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	2.27	nmol/well	male	540485	Skin screening	9-c8	9-c8
13422.155	1	2019-07-14	cf3-2	f3-13	C57BL6/J_line2	2019-10-29	eppi	necropsy	2019-10-29	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	189920/7	False	F3	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	195993/3	155	10090	21.2	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189920|189920/1	f2-8	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	1.68	nmol/well	female	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	2-e3	
13422.155skin	3	2019-07-14	cf3-2	f3-13	C57BL6/J_line2	2019-10-29	eppi	necropsy	2019-10-29	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	189920/7	False	F3	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	195993/3	155	10090	21.2	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189920|189920/1	f2-8	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	1.68	nmol/well	female	540485	Skin screening	7-e3	7-e3
13422.156	1	2019-07-14	cf3-2	f3-13	C57BL6/J_line2	2019-10-29	eppi	necropsy	2019-10-29	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	189920/7	False	F3	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	195993/4	156	10090	21.5	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189920|189920/1	f2-8	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	0.64	nmol/well	female	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	3-a11	
13422.156skin	3	2019-07-14	cf3-2	f3-13	C57BL6/J_line2	2019-10-29	eppi	necropsy	2019-10-29	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	189920/7	False	F3	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	195993/4	156	10090	21.5	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189920|189920/1	f2-8	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	0.64	nmol/well	female	540485	Skin screening	8-a11	8-a11
13422.157	1	2019-07-14	cf3-2	f3-14	C57BL6/J_line2	2019-10-29	eppi	necropsy	2019-10-29	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	189920/7	False	F3	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	195993/5	157	10090	21.9	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189920|189920/1	f2-8	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	1.96	nmol/well	female	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	3-a12	
13422.157skin	3	2019-07-14	cf3-2	f3-14	C57BL6/J_line2	2019-10-29	eppi	necropsy	2019-10-29	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	189920/7	False	F3	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	195993/5	157	10090	21.9	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189920|189920/1	f2-8	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	1.96	nmol/well	female	540485	Skin screening	8-a12	8-a12
13422.158	1	2019-07-14	cf3-2	f3-14	C57BL6/J_line2	2019-10-29	eppi	necropsy	2019-10-29	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	189920/7	False	F3	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	195993/6	158	10090	21	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189920|189920/1	f2-8	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	1.7	nmol/well	female	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	1-h2	
13422.158skin	3	2019-07-14	cf3-2	f3-14	C57BL6/J_line2	2019-10-29	eppi	necropsy	2019-10-29	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	189920/7	False	F3	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	195993/6	158	10090	21	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189920|189920/1	f2-8	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	1.7	nmol/well	female	540485	Skin screening	6-h2	6-h2
13422.159	1	2019-07-14	cf3-2	f3-14	C57BL6/J_line2	2019-10-29	eppi	necropsy	2019-10-29	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	189920/7	False	F3	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	195993/7	159	10090	21.9	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189920|189920/1	f2-8	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	0.98	nmol/well	female	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	1-g12	
13422.159skin	3	2019-07-14	cf3-2	f3-14	C57BL6/J_line2	2019-10-29	eppi	necropsy	2019-10-29	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	189920/7	False	F3	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	195993/7	159	10090	21.9	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189920|189920/1	f2-8	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	0.98	nmol/well	female	540485	Skin screening	6-g12	6-g12
13422.15skin	3	2018-11-30	pc	p1-3	C57BL6/J_line2	2019-03-20	eppi	necropsy	2019-03-20	Germany	motherp1	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf		True	P	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	176382/3	15	10090	29	grams	LANUV	G383/17	51.189401	adult	6.792239	False		rm1	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	2.62	nmol/well	female	540485	Skin screening	8-d7	8-d7
13422.16	1	2018-11-30	pc	p1-3	C57BL6/J_line2	2019-03-20	eppi	necropsy	2019-03-20	Germany	motherp1	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf		True	P	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	176382/4	16	10090	29	grams	LANUV	G383/17	51.189401	adult	6.792239	False		rm1	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	1.52	nmol/well	female	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	2-g8	2-g8
13422.160	1	2019-07-14	cf3-2	f3-14	C57BL6/J_line2	2019-10-29	eppi	necropsy	2019-10-29	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	189920/7	False	F3	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	195993/8	160	10090	22.7	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189920|189920/1	f2-8	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	1.2	nmol/well	female	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	4-f7	
13422.160skin	3	2019-07-14	cf3-2	f3-14	C57BL6/J_line2	2019-10-29	eppi	necropsy	2019-10-29	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	189920/7	False	F3	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	195993/8	160	10090	22.7	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189920|189920/1	f2-8	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	1.2	nmol/well	female	540485	Skin screening	9-f7	9-f7
13422.161	1	2019-07-10	cf3-3	f3-15	C57BL6/J_line3	2019-10-24	eppi	necropsy	2019-10-24	Germany	motherf3	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	189921/6	True	F3	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	195995	161	10090	27	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189921/1|189921/2	f2-12	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	2.38	nmol/well	female	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	3-e7	
13422.161skin	3	2019-07-10	cf3-3	f3-15	C57BL6/J_line3	2019-10-24	eppi	necropsy	2019-10-24	Germany	motherf3	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	189921/6	True	F3	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	195995	161	10090	27	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189921/1|189921/2	f2-12	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	2.38	nmol/well	female	540485	Skin screening	8-e7	8-e7
13422.162	1	2019-07-10	cf3-3	f3-15	C57BL6/J_line3	2019-10-24	eppi	necropsy	2019-10-24	Germany	motherf3	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	189921/6	True	F3	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	195997/1	162	10090	25.8	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189921/1|189921/2	f2-12	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	1.48	nmol/well	female	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	1-c10	
13422.162skin	3	2019-07-10	cf3-3	f3-15	C57BL6/J_line3	2019-10-24	eppi	necropsy	2019-10-24	Germany	motherf3	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	189921/6	True	F3	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	195997/1	162	10090	25.8	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189921/1|189921/2	f2-12	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	1.48	nmol/well	female	540485	Skin screening	6-c10	6-c10
13422.163	1	2019-07-10	cf3-3	f3-16	C57BL6/J_line3	2019-10-24	eppi	necropsy	2019-10-24	Germany	fatherf3	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	189921/6	False	F3	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	195997/2	163	10090	27.8	grams	LANUV	G383/17	51.189401	adult	6.792239	True	189921/1|189921/2	f2-12	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	3.35	nmol/well	male	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	4-g9	
13422.163skin	3	2019-07-10	cf3-3	f3-16	C57BL6/J_line3	2019-10-24	eppi	necropsy	2019-10-24	Germany	fatherf3	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	189921/6	False	F3	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	195997/2	163	10090	27.8	grams	LANUV	G383/17	51.189401	adult	6.792239	True	189921/1|189921/2	f2-12	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	3.35	nmol/well	male	540485	Skin screening	9-g9	9-g9
13422.164	1	2019-07-10	cf3-3	f3-17	C57BL6/J_line3	2019-10-24	eppi	necropsy	2019-10-24	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	189921/6	False	F3	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	195997/3	164	10090	29.5	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189921/1|189921/2	f2-12	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	3.66	nmol/well	male	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	2-c7	
13422.164skin	3	2019-07-10	cf3-3	f3-17	C57BL6/J_line3	2019-10-24	eppi	necropsy	2019-10-24	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	189921/6	False	F3	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	195997/3	164	10090	29.5	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189921/1|189921/2	f2-12	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	3.66	nmol/well	male	540485	Skin screening	7-c7	7-c7
13422.165	1	2019-07-10	cf3-3	f3-17	C57BL6/J_line3	2019-10-24	eppi	necropsy	2019-10-24	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	189921/6	False	F3	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	195997/4	165	10090	30.9	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189921/1|189921/2	f2-12	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	2.04	nmol/well	male	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	4-d1	
13422.165skin	3	2019-07-10	cf3-3	f3-17	C57BL6/J_line3	2019-10-24	eppi	necropsy	2019-10-24	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	189921/6	False	F3	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	195997/4	165	10090	30.9	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189921/1|189921/2	f2-12	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	2.04	nmol/well	male	540485	Skin screening	9-d1	9-d1
13422.166	1	2019-07-13	cf3-3	f3-18	C57BL6/J_line3	2019-10-28	eppi	necropsy	2019-10-28	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	189921/6	False	F3	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	195998/1	166	10090	25.5	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189921/1|189921/2	f2-12	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	0.83	nmol/well	female	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	2-f6	
13422.166skin	3	2019-07-13	cf3-3	f3-18	C57BL6/J_line3	2019-10-28	eppi	necropsy	2019-10-28	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	189921/6	False	F3	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	195998/1	166	10090	25.5	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189921/1|189921/2	f2-12	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	0.83	nmol/well	female	540485	Skin screening	7-f6	7-f6
13422.167	1	2019-07-13	cf3-3	f3-18	C57BL6/J_line3	2019-10-28	eppi	necropsy	2019-10-28	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	189921/6	False	F3	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	195998/2	167	10090	20.1	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189921/1|189921/2	f2-12	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	1.45	nmol/well	female	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	3-h10	
13422.167skin	3	2019-07-13	cf3-3	f3-18	C57BL6/J_line3	2019-10-28	eppi	necropsy	2019-10-28	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	189921/6	False	F3	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	195998/2	167	10090	20.1	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189921/1|189921/2	f2-12	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	1.45	nmol/well	female	540485	Skin screening	8-h10	8-h10
13422.168	1	2019-07-13	cf3-3	f3-19	C57BL6/J_line3	2019-10-28	eppi	necropsy	2019-10-28	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	189921/6	False	F3	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	195998/3	168	10090	30.4	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189921/1|189921/2	f2-12	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	1.1	nmol/well	male	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	4-h2	
13422.168skin	3	2019-07-13	cf3-3	f3-19	C57BL6/J_line3	2019-10-28	eppi	necropsy	2019-10-28	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	189921/6	False	F3	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	195998/3	168	10090	30.4	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189921/1|189921/2	f2-12	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	1.1	nmol/well	male	540485	Skin screening	9-h2	9-h2
13422.169	1	2019-07-13	cf3-3	f3-19	C57BL6/J_line3	2019-10-28	eppi	necropsy	2019-10-28	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	spf	189921/6	False	F3	Germany:Duesseldorf	15	weeks	UBERON:gastrointestinal system	UBERON:lumen of gut	UBERON:colon	mouse	c57bl6/j	Mus musculus	195998/4	169	10090	30.4	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189921/1|189921/2	f2-12	dna in freezer03.140	TRUE	colon content	13422	colon content	mouse gut metagenome	1.1	nmol/well	male	410661	Influence of the genetic background on murine gut microbiome composition and diversity over five generations	2-e8	
13422.169skin	3	2019-07-13	cf3-3	f3-19	C57BL6/J_line3	2019-10-28	eppi	necropsy	2019-10-28	Germany	not provided	TRUE	42	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	urban biome	animal-associated habitat	sebum material	host-associated	spf	189921/6	False	F3	Germany:Duesseldorf	15	weeks	UBERON:skin	UBERON:skin of external ear	UBERON:sebum	mouse	c57bl6/j	Mus musculus	195998/4	169	10090	30.4	grams	LANUV	G383/17	51.189401	adult	6.792239	False	189921/1|189921/2	f2-12	dna in freezer03.140	TRUE	skin	13422	skin of external ear	mouse skin metagenome	1.1	nmol/well	male	540485	Skin screening	7-e8	7-e8
